10;1;0;0;0
20;1;0;0;0
40;1;0;0;0
80;1;0;1;0
160;4;0;2;0
320;3;0;3;0
640;4;0;5;0
1280;11;0;10;0
2560;23;0;22;0
5120;32;0;33;0
